task_id,train_error,val_error,test_error
1,0.351566666667,0.3662,0.344758064516
2,0.351566666667,0.3662,0.447580645161
3,0.351566666667,0.3662,0.54939516129
4,0.351566666667,0.3662,0.0
5,0.351566666667,0.3662,0.103830645161
6,0.351566666667,0.3662,0.09375
7,0.351566666667,0.3662,0.0806451612903
8,0.351566666667,0.3662,0.0433467741935
9,0.351566666667,0.3662,0.0635080645161
10,0.351566666667,0.3662,0.132056451613
11,0.351566666667,0.3662,0.272177419355
12,0.351566666667,0.3662,0.467741935484
13,0.351566666667,0.3662,0.408266129032
14,0.351566666667,0.3662,0.576612903226
15,0.351566666667,0.3662,0.791330645161
16,0.351566666667,0.3662,0.732862903226
17,0.351566666667,0.3662,0.522177419355
18,0.351566666667,0.3662,0.576612903226
19,0.351566666667,0.3662,0.907258064516
20,0.351566666667,0.3662,0.515120967742
1,0.349311111111,0.3659,0.351814516129
2,0.349311111111,0.3659,0.472782258065
3,0.349311111111,0.3659,0.563508064516
4,0.349311111111,0.3659,0.0
5,0.349311111111,0.3659,0.107862903226
6,0.349311111111,0.3659,0.09375
7,0.349311111111,0.3659,0.0756048387097
8,0.349311111111,0.3659,0.0493951612903
9,0.349311111111,0.3659,0.0645161290323
10,0.349311111111,0.3659,0.130040322581
11,0.349311111111,0.3659,0.275201612903
12,0.349311111111,0.3659,0.476814516129
13,0.349311111111,0.3659,0.389112903226
14,0.349311111111,0.3659,0.514112903226
15,0.349311111111,0.3659,0.748991935484
16,0.349311111111,0.3659,0.702620967742
17,0.349311111111,0.3659,0.523185483871
18,0.349311111111,0.3659,0.45060483871
19,0.349311111111,0.3659,0.925403225806
20,0.349311111111,0.3659,0.747983870968
1,0.348183333333,0.364,0.348790322581
2,0.348183333333,0.364,0.473790322581
3,0.348183333333,0.364,0.58064516129
4,0.348183333333,0.364,0.0
5,0.348183333333,0.364,0.119959677419
6,0.348183333333,0.364,0.09375
7,0.348183333333,0.364,0.0816532258065
8,0.348183333333,0.364,0.0554435483871
9,0.348183333333,0.364,0.0655241935484
10,0.348183333333,0.364,0.127016129032
11,0.348183333333,0.364,0.277217741935
12,0.348183333333,0.364,0.465725806452
13,0.348183333333,0.364,0.382056451613
14,0.348183333333,0.364,0.444556451613
15,0.348183333333,0.364,0.651209677419
16,0.348183333333,0.364,0.741935483871
17,0.348183333333,0.364,0.516129032258
18,0.348183333333,0.364,0.581653225806
19,0.348183333333,0.364,0.92439516129
20,0.348183333333,0.364,0.764112903226
1,0.351222222222,0.3713,0.367943548387
2,0.351222222222,0.3713,0.471774193548
3,0.351222222222,0.3713,0.546370967742
4,0.351222222222,0.3713,0.0
5,0.351222222222,0.3713,0.113911290323
6,0.351222222222,0.3713,0.09375
7,0.351222222222,0.3713,0.0887096774194
8,0.351222222222,0.3713,0.0685483870968
9,0.351222222222,0.3713,0.0645161290323
10,0.351222222222,0.3713,0.136088709677
11,0.351222222222,0.3713,0.289314516129
12,0.351222222222,0.3713,0.463709677419
13,0.351222222222,0.3713,0.367943548387
14,0.351222222222,0.3713,0.527217741935
15,0.351222222222,0.3713,0.744959677419
16,0.351222222222,0.3713,0.719758064516
17,0.351222222222,0.3713,0.523185483871
18,0.351222222222,0.3713,0.475806451613
19,0.351222222222,0.3713,0.916330645161
20,0.351222222222,0.3713,0.727822580645
1,0.352755555556,0.3673,0.334677419355
2,0.352755555556,0.3673,0.472782258065
3,0.352755555556,0.3673,0.560483870968
4,0.352755555556,0.3673,0.0
5,0.352755555556,0.3673,0.131048387097
6,0.352755555556,0.3673,0.09375
7,0.352755555556,0.3673,0.101814516129
8,0.352755555556,0.3673,0.0675403225806
9,0.352755555556,0.3673,0.0665322580645
10,0.352755555556,0.3673,0.127016129032
11,0.352755555556,0.3673,0.283266129032
12,0.352755555556,0.3673,0.469758064516
13,0.352755555556,0.3673,0.400201612903
14,0.352755555556,0.3673,0.709677419355
15,0.352755555556,0.3673,0.637096774194
16,0.352755555556,0.3673,0.672379032258
17,0.352755555556,0.3673,0.480846774194
18,0.352755555556,0.3673,0.417338709677
19,0.352755555556,0.3673,0.917338709677
20,0.352755555556,0.3673,0.691532258065
