task_id,train_error,val_error,test_error
1,0.293149466192,0.370967741935,0.355846774194
2,0.352980427046,0.491935483871,0.452620967742
3,0.489546263345,0.607862903226,0.600806451613
4,0.0,0.0,0.0
5,0.0330293594306,0.0866935483871,0.104838709677
6,0.0604982206406,0.0917338709677,0.108870967742
7,0.0404804270463,0.0836693548387,0.0675403225806
8,0.0292482206406,0.039314516129,0.0322580645161
9,0.0622775800712,0.107862903226,0.0725806451613
10,0.138901245552,0.185483870968,0.17439516129
11,0.222308718861,0.275201612903,0.261088709677
12,0.419261565836,0.433467741935,0.467741935484
13,0.3059386121,0.390120967742,0.380040322581
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.510676156584,0.542338709677,0.557459677419
17,0.366325622776,0.395161290323,0.435483870968
18,0.0649466192171,0.0877016129032,0.085685483871
19,0.605760676157,0.60685483871,0.639112903226
20,0.0,0.0,0.0
1,0.287922597865,0.359879032258,0.355846774194
2,0.34853202847,0.487903225806,0.458669354839
3,0.438612099644,0.59375,0.550403225806
4,0.0,0.0,0.0
5,0.0424822064057,0.0927419354839,0.122983870968
6,0.0608318505338,0.0927419354839,0.116935483871
7,0.0558274021352,0.0846774193548,0.0836693548387
8,0.015903024911,0.0403225806452,0.0352822580645
9,0.0631672597865,0.110887096774,0.0766129032258
10,0.137455516014,0.194556451613,0.170362903226
11,0.210742882562,0.300403225806,0.291330645161
12,0.420596085409,0.4375,0.443548387097
13,0.351423487544,0.403225806452,0.423387096774
14,0.0,0.00100806451613,0.0
15,0.0,0.0,0.0
16,0.495551601423,0.523185483871,0.541330645161
17,0.355204626335,0.391129032258,0.428427419355
18,0.0222419928826,0.0383064516129,0.0433467741935
19,0.547486654804,0.589717741935,0.570564516129
20,0.0,0.0,0.0
1,0.280360320285,0.395161290323,0.350806451613
2,0.375556049822,0.449596774194,0.457661290323
3,0.493327402135,0.591733870968,0.591733870968
4,0.0,0.0,0.0
5,0.0390346975089,0.0887096774194,0.112903225806
6,0.0568282918149,0.0997983870968,0.110887096774
7,0.0298042704626,0.0554435483871,0.0514112903226
8,0.0237989323843,0.0342741935484,0.039314516129
9,0.0612766903915,0.104838709677,0.0725806451613
10,0.150911921708,0.20564516129,0.160282258065
11,0.210742882562,0.307459677419,0.302419354839
12,0.419039145907,0.452620967742,0.464717741935
13,0.355983096085,0.405241935484,0.389112903226
14,0.0,0.0,0.00100806451613
15,0.0,0.0,0.0
16,0.502112989324,0.552419354839,0.539314516129
17,0.354537366548,0.378024193548,0.429435483871
18,0.0599421708185,0.0725806451613,0.0816532258065
19,0.552379893238,0.595766129032,0.590725806452
20,0.0,0.0,0.0
1,0.285809608541,0.371975806452,0.355846774194
2,0.362433274021,0.491935483871,0.45564516129
3,0.479203736655,0.642137096774,0.617943548387
4,0.0,0.0,0.0
5,0.0422597864769,0.0877016129032,0.112903225806
6,0.0582740213523,0.0887096774194,0.107862903226
7,0.0340302491103,0.0604838709677,0.0514112903226
8,0.0220195729537,0.0322580645161,0.0483870967742
9,0.0607206405694,0.0987903225806,0.0826612903226
10,0.130004448399,0.198588709677,0.152217741935
11,0.221307829181,0.284274193548,0.277217741935
12,0.426267793594,0.457661290323,0.446572580645
13,0.358540925267,0.411290322581,0.40625
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.505338078292,0.560483870968,0.541330645161
17,0.360765124555,0.375,0.402217741935
18,0.0281361209964,0.0483870967742,0.0493951612903
19,0.676267793594,0.694556451613,0.707661290323
20,0.0,0.0,0.0
1,0.286588078292,0.378024193548,0.344758064516
2,0.34653024911,0.502016129032,0.454637096774
3,0.477646797153,0.598790322581,0.603830645161
4,0.0,0.0,0.0
5,0.034475088968,0.100806451613,0.107862903226
6,0.0561610320285,0.0987903225806,0.11189516129
7,0.0492660142349,0.0887096774194,0.0927419354839
8,0.019128113879,0.0372983870968,0.0413306451613
9,0.0600533807829,0.103830645161,0.0806451612903
10,0.142459964413,0.190524193548,0.173387096774
11,0.213745551601,0.304435483871,0.290322580645
12,0.41659252669,0.446572580645,0.460685483871
13,0.310275800712,0.389112903226,0.372983870968
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.510676156584,0.532258064516,0.535282258065
17,0.366992882562,0.395161290323,0.428427419355
18,0.0234653024911,0.0262096774194,0.0413306451613
19,0.724755338078,0.774193548387,0.774193548387
20,0.0,0.0,0.0
