task_id,train_error,val_error,test_error
1,0.295540480427,0.322580645161,0.350806451613
2,0.295540480427,0.322580645161,0.676411290323
3,0.295540480427,0.322580645161,0.760080645161
4,0.295540480427,0.322580645161,0.209677419355
5,0.295540480427,0.322580645161,0.184475806452
6,0.295540480427,0.322580645161,0.0977822580645
7,0.295540480427,0.322580645161,0.181451612903
8,0.295540480427,0.322580645161,0.10685483871
9,0.295540480427,0.322580645161,0.070564516129
10,0.295540480427,0.322580645161,0.162298387097
11,0.295540480427,0.322580645161,0.260080645161
12,0.295540480427,0.322580645161,0.435483870968
13,0.295540480427,0.322580645161,0.392137096774
14,0.295540480427,0.322580645161,0.39314516129
15,0.295540480427,0.322580645161,0.497983870968
16,0.295540480427,0.322580645161,0.519153225806
17,0.295540480427,0.322580645161,0.417338709677
18,0.295540480427,0.322580645161,0.0977822580645
19,0.295540480427,0.322580645161,0.915322580645
20,0.295540480427,0.322580645161,0.0
1,0.3215636121,0.345766129032,0.350806451613
2,0.3215636121,0.345766129032,0.666330645161
3,0.3215636121,0.345766129032,0.791330645161
4,0.3215636121,0.345766129032,0.202620967742
5,0.3215636121,0.345766129032,0.186491935484
6,0.3215636121,0.345766129032,0.0927419354839
7,0.3215636121,0.345766129032,0.32560483871
8,0.3215636121,0.345766129032,0.441532258065
9,0.3215636121,0.345766129032,0.0756048387097
10,0.3215636121,0.345766129032,0.164314516129
11,0.3215636121,0.345766129032,0.271169354839
12,0.3215636121,0.345766129032,0.433467741935
13,0.3215636121,0.345766129032,0.382056451613
14,0.3215636121,0.345766129032,0.413306451613
15,0.3215636121,0.345766129032,0.479838709677
16,0.3215636121,0.345766129032,0.517137096774
17,0.3215636121,0.345766129032,0.417338709677
18,0.3215636121,0.345766129032,0.0967741935484
19,0.3215636121,0.345766129032,0.911290322581
20,0.3215636121,0.345766129032,0.0
1,0.330071174377,0.352822580645,0.344758064516
2,0.330071174377,0.352822580645,0.67439516129
3,0.330071174377,0.352822580645,0.788306451613
4,0.330071174377,0.352822580645,0.204637096774
5,0.330071174377,0.352822580645,0.181451612903
6,0.330071174377,0.352822580645,0.0957661290323
7,0.330071174377,0.352822580645,0.487903225806
8,0.330071174377,0.352822580645,0.440524193548
9,0.330071174377,0.352822580645,0.0725806451613
10,0.330071174377,0.352822580645,0.150201612903
11,0.330071174377,0.352822580645,0.28125
12,0.330071174377,0.352822580645,0.42439516129
13,0.330071174377,0.352822580645,0.407258064516
14,0.330071174377,0.352822580645,0.396169354839
15,0.330071174377,0.352822580645,0.483870967742
16,0.330071174377,0.352822580645,0.512096774194
17,0.330071174377,0.352822580645,0.443548387097
18,0.330071174377,0.352822580645,0.0846774193548
19,0.330071174377,0.352822580645,0.907258064516
20,0.330071174377,0.352822580645,0.0
1,0.316725978648,0.351310483871,0.341733870968
2,0.316725978648,0.351310483871,0.662298387097
3,0.316725978648,0.351310483871,0.766129032258
4,0.316725978648,0.351310483871,0.202620967742
5,0.316725978648,0.351310483871,0.193548387097
6,0.316725978648,0.351310483871,0.09375
7,0.316725978648,0.351310483871,0.259072580645
8,0.316725978648,0.351310483871,0.427419354839
9,0.316725978648,0.351310483871,0.0725806451613
10,0.316725978648,0.351310483871,0.171370967742
11,0.316725978648,0.351310483871,0.275201612903
12,0.316725978648,0.351310483871,0.434475806452
13,0.316725978648,0.351310483871,0.381048387097
14,0.316725978648,0.351310483871,0.38810483871
15,0.316725978648,0.351310483871,0.487903225806
16,0.316725978648,0.351310483871,0.520161290323
17,0.316725978648,0.351310483871,0.446572580645
18,0.316725978648,0.351310483871,0.09375
19,0.316725978648,0.351310483871,0.90625
20,0.316725978648,0.351310483871,0.0
1,0.322731316726,0.371975806452,0.324596774194
2,0.322731316726,0.371975806452,0.689516129032
3,0.322731316726,0.371975806452,0.773185483871
4,0.322731316726,0.371975806452,0.191532258065
5,0.322731316726,0.371975806452,0.183467741935
6,0.322731316726,0.371975806452,0.0987903225806
7,0.322731316726,0.371975806452,0.439516129032
8,0.322731316726,0.371975806452,0.436491935484
9,0.322731316726,0.371975806452,0.0745967741935
10,0.322731316726,0.371975806452,0.149193548387
11,0.322731316726,0.371975806452,0.26814516129
12,0.322731316726,0.371975806452,0.448588709677
13,0.322731316726,0.371975806452,0.402217741935
14,0.322731316726,0.371975806452,0.401209677419
15,0.322731316726,0.371975806452,0.495967741935
16,0.322731316726,0.371975806452,0.508064516129
17,0.322731316726,0.371975806452,0.408266129032
18,0.322731316726,0.371975806452,0.085685483871
19,0.322731316726,0.371975806452,0.909274193548
20,0.322731316726,0.371975806452,0.0
1,0.330349199288,0.375,0.341733870968
2,0.330349199288,0.375,0.661290322581
3,0.330349199288,0.375,0.786290322581
4,0.330349199288,0.375,0.215725806452
5,0.330349199288,0.375,0.197580645161
6,0.330349199288,0.375,0.0957661290323
7,0.330349199288,0.375,0.463709677419
8,0.330349199288,0.375,0.447580645161
9,0.330349199288,0.375,0.0715725806452
10,0.330349199288,0.375,0.147177419355
11,0.330349199288,0.375,0.284274193548
12,0.330349199288,0.375,0.434475806452
13,0.330349199288,0.375,0.401209677419
14,0.330349199288,0.375,0.396169354839
15,0.330349199288,0.375,0.48689516129
16,0.330349199288,0.375,0.512096774194
17,0.330349199288,0.375,0.411290322581
18,0.330349199288,0.375,0.0917338709677
19,0.330349199288,0.375,0.913306451613
20,0.330349199288,0.375,0.0
1,0.293483096085,0.334173387097,0.345766129032
2,0.293483096085,0.334173387097,0.681451612903
3,0.293483096085,0.334173387097,0.787298387097
4,0.293483096085,0.334173387097,0.198588709677
5,0.293483096085,0.334173387097,0.183467741935
6,0.293483096085,0.334173387097,0.101814516129
7,0.293483096085,0.334173387097,0.175403225806
8,0.293483096085,0.334173387097,0.102822580645
9,0.293483096085,0.334173387097,0.070564516129
10,0.293483096085,0.334173387097,0.158266129032
11,0.293483096085,0.334173387097,0.26310483871
12,0.293483096085,0.334173387097,0.430443548387
13,0.293483096085,0.334173387097,0.383064516129
14,0.293483096085,0.334173387097,0.397177419355
15,0.293483096085,0.334173387097,0.483870967742
16,0.293483096085,0.334173387097,0.508064516129
17,0.293483096085,0.334173387097,0.45060483871
18,0.293483096085,0.334173387097,0.142137096774
19,0.293483096085,0.334173387097,0.909274193548
20,0.293483096085,0.334173387097,0.0
1,0.326234430605,0.359375,0.341733870968
2,0.326234430605,0.359375,0.677419354839
3,0.326234430605,0.359375,0.785282258065
4,0.326234430605,0.359375,0.211693548387
5,0.326234430605,0.359375,0.180443548387
6,0.326234430605,0.359375,0.0967741935484
7,0.326234430605,0.359375,0.469758064516
8,0.326234430605,0.359375,0.446572580645
9,0.326234430605,0.359375,0.0745967741935
10,0.326234430605,0.359375,0.170362903226
11,0.326234430605,0.359375,0.274193548387
12,0.326234430605,0.359375,0.442540322581
13,0.326234430605,0.359375,0.386088709677
14,0.326234430605,0.359375,0.38810483871
15,0.326234430605,0.359375,0.507056451613
16,0.326234430605,0.359375,0.507056451613
17,0.326234430605,0.359375,0.430443548387
18,0.326234430605,0.359375,0.112903225806
19,0.326234430605,0.359375,0.920362903226
20,0.326234430605,0.359375,0.0
1,0.318394128114,0.364919354839,0.355846774194
2,0.318394128114,0.364919354839,0.679435483871
3,0.318394128114,0.364919354839,0.78125
4,0.318394128114,0.364919354839,0.196572580645
5,0.318394128114,0.364919354839,0.189516129032
6,0.318394128114,0.364919354839,0.09375
7,0.318394128114,0.364919354839,0.360887096774
8,0.318394128114,0.364919354839,0.445564516129
9,0.318394128114,0.364919354839,0.0715725806452
10,0.318394128114,0.364919354839,0.14314516129
11,0.318394128114,0.364919354839,0.259072580645
12,0.318394128114,0.364919354839,0.429435483871
13,0.318394128114,0.364919354839,0.383064516129
14,0.318394128114,0.364919354839,0.38810483871
15,0.318394128114,0.364919354839,0.493951612903
16,0.318394128114,0.364919354839,0.517137096774
17,0.318394128114,0.364919354839,0.415322580645
18,0.318394128114,0.364919354839,0.0846774193548
19,0.318394128114,0.364919354839,0.902217741935
20,0.318394128114,0.364919354839,0.0
1,0.319339412811,0.36189516129,0.335685483871
2,0.319339412811,0.36189516129,0.670362903226
3,0.319339412811,0.36189516129,0.770161290323
4,0.319339412811,0.36189516129,0.208669354839
5,0.319339412811,0.36189516129,0.182459677419
6,0.319339412811,0.36189516129,0.0947580645161
7,0.319339412811,0.36189516129,0.259072580645
8,0.319339412811,0.36189516129,0.436491935484
9,0.319339412811,0.36189516129,0.0766129032258
10,0.319339412811,0.36189516129,0.147177419355
11,0.319339412811,0.36189516129,0.259072580645
12,0.319339412811,0.36189516129,0.433467741935
13,0.319339412811,0.36189516129,0.396169354839
14,0.319339412811,0.36189516129,0.390120967742
15,0.319339412811,0.36189516129,0.482862903226
16,0.319339412811,0.36189516129,0.511088709677
17,0.319339412811,0.36189516129,0.45060483871
18,0.319339412811,0.36189516129,0.0866935483871
19,0.319339412811,0.36189516129,0.909274193548
20,0.319339412811,0.36189516129,0.0
